,State,Population
1624,MN,26420
1625,CA,26416
1626,AL,26414
1627,MA,26383
1628,MA,26377
1629,IN,26370
1630,CA,26344
1631,CA,26316
1632,NC,26307
1633,OH,26305
1634,OR,26225
1635,MO,26209
1636,NJ,26206
1637,MN,26174
1638,TX,26144
1639,CA,26137
1640,AL,26123
1641,IL,26098
1642,IL,26094
1643,OH,26094
1644,MI,26088
1645,WA,26065
1646,TX,26057
1647,AL,26019
1648,CA,26016
1649,NY,26016
1650,OR,26013
1651,NJ,25979
1652,CA,25962
1653,OK,25949
1654,MN,25948
1655,MN,25947
1656,FL,25924
1657,CT,25892
1658,MN,25835
1659,NH,25826
1660,MA,25825
1661,VA,25750
1662,WA,25748
1663,GA,25711
1664,HI,25707
1665,NJ,25693
1666,NJ,25684
1667,ND,25679
1668,IL,25676
1669,WI,25666
1670,MN,25650
1671,MI,25642
1672,IL,25630
1673,KS,25625
1674,IL,25614
1675,OH,25571
1676,IA,25529
1677,MA,25518
1678,NJ,25487
1679,FL,25463
1680,MO,25458
1681,OH,25441
1682,ID,25435
1683,NY,25431
1684,MS,25416
1685,CA,25415
1686,WI,25410
1687,AL,25406
1688,TX,25402
1689,NH,25394
1690,CA,25391
1691,CA,25383
1692,MA,25364
1693,WI,25361
1694,WA,25350
1695,VA,25346
1696,NJ,25341
1697,IL,25339
1698,NJ,25326
1699,IN,25313
1700,IL,25297
1701,TX,25278
1702,CA,25242
1703,CA,25227
1704,OH,25206
1705,OH,25191
1706,MI,25178
1707,RI,25163
1708,NE,25152
1709,WA,25146
1710,WI,25142
1711,MS,25138
1712,CA,25138
1713,OR,25138
1714,MI,25132
1715,FL,25117
1716,TX,25109
1717,OH,25095
1718,GA,25076
1719,MA,25058
1720,MI,25058
1721,FL,25054
1722,OH,25041
1723,CT,25033
1724,WI,25032
1725,MI,25030
1726,MA,25023
1727,NJ,24968
1728,NE,24955
1729,GA,24928
1730,CA,24925
1731,MD,24921
1732,MN,24883
1733,IA,24871
1734,CA,24865
1735,NJ,24862
1736,TX,24861
1737,SC,24849
1738,OH,24847
1739,WA,24825
1740,IL,24796
1741,CA,24791
1742,OH,24765
1743,OK,24725
1744,SC,24724
1745,NY,24685
1746,CA,24674
1747,VA,24655
1748,IL,24655
1749,MA,24643
1750,WA,24622
1751,CA,24563
1752,MT,24558
1753,IL,24543
1754,UT,24531
1755,IL,24521
1756,SC,24521
1757,TX,24520
1758,AR,24520
1759,CT,24517
1760,NJ,24497
1761,TX,24479
1762,TX,24476
1763,OH,24474
1764,IA,24469
1765,MN,24453
1766,FL,24439
1767,IL,24429
1768,CT,24425
1769,OK,24424
1770,SC,24379
1771,MA,24370
1772,IL,24366
1773,MI,24360
1774,MS,24360
1775,MS,24340
1776,NJ,24338
1777,AL,24318
1778,MI,24314
1779,NJ,24296
1780,MA,24284
1781,TX,24278
1782,OH,24262
1783,CT,24253
1784,MA,24245
1785,OH,24240
1786,IL,24223
1787,ND,24206
1788,IL,24200
1789,NE,24159
1790,VA,24146
1791,KS,24139
1792,MS,24084
1793,NJ,24084
1794,NY,24069
1795,IA,24064
1796,ME,24061
1797,IL,24052
1798,NE,24028
1799,MA,24021
1800,ID,24011
1801,MO,24010
1802,OH,24007
1803,IN,23984
1804,NJ,23983
1805,IA,23982
1806,IL,23973
1807,OH,23959
1808,MO,23953
1809,CA,23946
1810,IA,23940
1811,MN,23919
1812,WA,23914
1813,IN,23894
1814,TX,23890
1815,IL,23865
1816,MA,23860
1817,OH,23849
1818,NJ,23847
1819,FL,23830
1820,AZ,23820
1821,IA,23797
1822,CA,23781
1823,MI,23747
1824,OR,23733
1825,OH,23701
1826,NJ,23690
1827,OR,23683
1828,TX,23650
1829,MN,23632
1830,OK,23630
1831,SC,23568
1832,TN,23557
1833,WY,23526
1834,IL,23512
1835,TN,23506
1836,IN,23488
1837,GA,23478
1838,TX,23455
1839,MN,23454
1840,NJ,23447
1841,PA,23433
1842,IL,23397
1843,TX,23392
1844,NE,23390
1845,UT,23386
1846,SD,23377
1847,RI,23359
1848,SC,23354
1849,MA,23349
1850,VA,23348
1851,MN,23330
1852,NH,23322
1853,MA,23303
1854,KS,23287
1855,NY,23272
1856,MI,23271
1857,MO,23257
1858,MA,23244
1859,CA,23241
1860,AR,23218
1861,CA,23216
1862,DE,23192
1863,FL,23189
1864,GA,23187
1865,CA,23181
1866,NJ,23149
1867,OH,23110
1868,FL,23097
1869,OH,23094
1870,OH,23070
1871,FL,23068
1872,TX,23054
1873,NH,23047
1874,KY,23042
1875,OH,23035
1876,VA,23033
1877,CA,23032
1878,NJ,22974
1879,MA,22970
1880,KS,22957
1881,IL,22950
1882,NJ,22950
1883,MO,22941
1884,AR,22937
1885,KS,22932
1886,WI,22926
1887,SC,22921
1888,NC,22908
1889,IL,22897
1890,NV,22895
1891,CA,22811
1892,NJ,22808
1893,MI,22777
1894,NJ,22719
1895,NJ,22695
1896,OK,22692
1897,SD,22655
1898,TX,22634
1899,RI,22583
1900,IL,22558
1901,ME,22552
1902,MN,22552
1903,SC,22545
1904,RI,22529
1905,NJ,22519
1906,RI,22493
1907,TX,22489
1908,WA,22487
1909,IL,22484
1910,AL,22477
1911,IN,22471
1912,AL,22461
1913,NJ,22456
1914,NJ,22450
1915,GA,22440
1916,MI,22419
1917,AL,22386
1918,IL,22382
1919,CA,22359
1920,NJ,22358
1921,FL,22342
1922,CA,22339
1923,IN,22333
1924,IA,22318
1925,IL,22263
1926,FL,22260
1927,NJ,22197
1928,VA,22196
1929,NJ,22181
1930,TN,22167
1931,LA,22166
1932,CO,22165
1933,MN,22154
1934,ME,22135
1935,RI,22118
1936,CT,22105
1937,VT,22094
1938,CT,22073
1939,AL,22069
1940,OH,22059
1941,NJ,22057
1942,IL,22011
1943,MS,22010
1944,MN,21986
1945,ME,21982
1946,MN,21973
1947,NH,21956
1948,CA,21954
1949,OK,21929
1950,PA,21926
1951,NC,21918
1952,UT,21907
1953,PA,21903
1954,NM,21899
1955,TX,21894
1956,OH,21883
1957,IL,21857
1958,CA,21837
1959,WI,21827
1960,OK,21822
1961,MI,21813
1962,OR,21813
1963,LA,21809
1964,WA,21798
1965,ME,21756
1966,OH,21755
1967,CA,21738
1968,CA,21727
1969,MO,21725
1970,NJ,21710
1971,MI,21688
1972,IL,21687
1973,OH,21672
1974,NJ,21641
1975,KY,21625
1976,MS,21573
1977,IN,21569
1978,MA,21567
1979,AL,21564
1980,WA,21538
1981,CT,21535
1982,IL,21533
1983,PA,21510
1984,CT,21499
1985,IN,21474
1986,IL,21465
1987,IL,21426
1988,HI,21423
1989,NJ,21422
1990,HI,21411
1991,MN,21399
1992,IL,21393
1993,IL,21374
1994,OR,21360
1995,NJ,21355
1996,CA,21330
1997,NC,21295
1998,MA,21287
1999,WA,21286
2000,MO,21284
2001,WI,21250
2002,IL,21248
2003,CO,21226
2004,MD,21187
2005,NC,21163
2006,OR,21119
2007,KS,21116
2008,UT,21101
2009,HI,21075
2010,MN,21015
2011,TX,21013
2012,PA,21006
2013,MA,21002
2014,WA,20926
2015,FL,20922
2016,CA,20921
2017,WI,20917
2018,UT,20916
2019,AL,20914
2020,TX,20897
2021,NY,20876
2022,OH,20863
2023,MO,20858
2024,TX,20847
2025,CT,20845
2026,OH,20841
2027,OK,20831
2028,NY,20800
2029,WI,20795
2030,MN,20790
2031,GA,20786
2032,NJ,20784
2033,WA,20777
2034,MN,20759
2035,WA,20743
2036,AR,20663
2037,MI,20648
2038,KS,20646
2039,MI,20645
2040,MI,20629
2041,NJ,20629
2042,GA,20624
2043,CT,20622
2044,MN,20615
2045,MN,20611
2046,OH,20589
2047,MI,20581
2048,IL,20579
2049,CA,20573
2050,GA,20573
2051,NV,20564
2052,NJ,20538
2053,NC,20534
2054,IA,20479
2055,NV,20471
2056,MI,20462
2057,IL,20459
2058,MA,20452
2059,OR,20450
2060,MA,20441
2061,NY,20438
2062,ME,20400
2063,CO,20399
2064,TX,20383
2065,ME,20381
2066,NJ,20380
2067,CT,20358
2068,OH,20354
2069,OH,20351
2070,TN,20339
2071,AL,20335
2072,SC,20325
2073,IL,20324
2074,OH,20312
2075,IN,20303
2076,CA,20299
2077,IL,20296
2078,NJ,20292
2079,VT,20292
2080,CO,20291
2081,CA,20271
2082,CA,20263
2083,IL,20262
2084,MA,20259
2085,CA,20192
2086,OH,20189
2087,TX,20187
2088,NJ,20180
2089,CT,20175
2090,TX,20159
2091,NY,20151
2092,OH,20127
2093,MD,20126
2094,NJ,20125
2095,PA,20118
2096,MA,20092
2097,MI,20067
2098,IN,20067
2099,VA,20062
2100,CA,20042
2101,UT,20036
2102,NJ,19980
2103,MN,19966
2104,WA,19960
2105,CA,19953
2106,WI,19950
2107,OH,19950
2108,NY,19949
2109,IL,19943
2110,MO,19943
2111,OH,19936
2112,GA,19932
2113,OH,19923
2114,MA,19905
2115,NC,19900
2116,IL,19887
2117,OK,19879
2118,CT,19879
2119,HI,19877
2120,OK,19874
2121,WA,19868
2122,NY,19841
2123,KS,19825
2124,AZ,19770
2125,IL,19759
2126,CA,19728
2127,TX,19720
2128,HI,19713
2129,WA,19699
2130,MI,19667
2131,MA,19664
2132,UT,19650
2133,NJ,19637
2134,NC,19632
2135,KY,19611
2136,NJ,19600
2137,PA,19589
2138,LA,19584
2139,OK,19580
2140,CT,19571
2141,CA,19567
2142,IA,19565
2143,FL,19543
2144,KY,19542
2145,CA,19514
2146,MI,19499
2147,CA,19495
2148,TX,19493
2149,IL,19476
2150,FL,19471
2151,IL,19463
2152,NJ,19450
2153,NC,19435
2154,TX,19429
2155,MN,19394
2156,IL,19367
2157,FL,19364
2158,FL,19363
2159,OR,19354
2160,MN,19351
2161,UT,19348
2162,MO,19337
2163,NJ,19329
2164,TX,19324
2165,AL,19322
2166,MA,19316
2167,LA,19316
2168,FL,19309
2169,AR,19251
2170,OH,19248
2171,OH,19225
2172,CA,19219
2173,MA,19202
2174,IL,19196
2175,MI,19190
2176,TX,19189
2177,NJ,19181
2178,MI,19172
2179,WV,19163
2180,KY,19134
2181,FL,19115
2182,NC,19092
2183,MN,19079
2184,MD,19076
2185,IL,19073
2186,CO,19071
2187,IL,19063
2188,MA,19063
2189,OH,19062
2190,OH,19043
2191,FL,19041
2192,CA,19039
2193,NC,19025
2194,MS,19024
2195,CA,19022
2196,OH,19011
2197,FL,19003
2198,OR,18997
2199,CA,18988
2200,WI,18974
2201,NC,18967
2202,GA,18957
2203,NJ,18941
2204,CA,18937
2205,MA,18934
2206,CT,18932
2207,WI,18929
2208,CT,18918
2209,MI,18905
2210,ME,18899
2211,GA,18881
2212,WI,18877
2213,TX,18862
2214,CA,18857
2215,TX,18856
2216,IL,18840
2217,MO,18834
2218,NJ,18834
2219,MA,18832
2220,CT,18825
2221,IL,18813
2222,WI,18803
2223,SC,18790
2224,IL,18789
2225,TN,18782
2226,WV,18777
2227,PA,18773
2228,MA,18758
2229,MO,18750
2230,WY,18737
2231,OK,18729
2232,IL,18721
2233,FL,18695
2234,CT,18693
2235,PA,18671
2236,WA,18666
2237,HI,18658
2238,NC,18631
2239,MA,18618
2240,KS,18602
2241,PA,18602
2242,IA,18601
2243,OH,18595
2244,OK,18589
2245,NH,18577
2246,IL,18577
2247,MA,18575
2248,OH,18545
2249,TX,18544
2250,MI,18544
2251,IL,18530
2252,MO,18527
2253,FL,18505
2254,CT,18503
2255,MN,18492
2256,MA,18491
2257,NJ,18484
2258,IL,18469
2259,IL,18467
2260,NJ,18460
2261,OR,18447
2262,TX,18446
2263,OH,18443
2264,CA,18441
2265,ME,18434
2266,MS,18429
2267,WV,18416
2268,PA,18411
2269,OH,18394
2270,FL,18388
2271,CT,18387
2272,IN,18366
2273,MA,18361
2274,NC,18352
2275,GA,18338
2276,GA,18337
2277,ME,18336
2278,CT,18335
2279,MO,18333
2280,CA,18317
2281,MA,18303
2282,MA,18289
2283,TX,18269
2284,WI,18268
2285,IL,18261
2286,GA,18256
2287,NY,18253
2288,OH,18252
2289,MN,18235
2290,NY,18219
2291,MO,18217
2292,AL,18213
2293,WI,18204
2294,WI,18203
2295,TX,18198
2296,NJ,18197
2297,IL,18186
2298,WA,18183
2299,OR,18171
2300,OK,18171
2301,VA,18170
2302,IL,18164
2303,OH,18161
2304,MA,18150
2305,NY,18147
2306,FL,18094
2307,KY,18090
2308,TX,18070
2309,TX,18061
2310,LA,18039
2311,TX,18030
2312,MI,18004
2313,OH,17975
2314,AL,17971
2315,TX,17958
2316,OH,17953
2317,MN,17921
2318,TX,17891
2319,TN,17889
2320,OH,17886
2321,NJ,17882
2322,RI,17871
2323,NJ,17863
2324,TX,17850
2325,OH,17842
2326,IL,17826
2327,IL,17825
2328,LA,17814
2329,NC,17808
2330,MA,17803
2331,NC,17797
2332,AR,17792
2333,TN,17789
2334,MA,17776
2335,MA,17768
2336,AR,17756
2337,CT,17752
2338,MA,17740
2339,PA,17727
2340,AL,17727
2341,MI,17713
2342,NC,17703
2343,HI,17697
2344,ID,17694
2345,CT,17691
2346,MI,17691
2347,SC,17681
2348,OH,17677
2349,OH,17670
2350,TX,17666
2351,CA,17644
2352,WA,17637
2353,IL,17629
2354,MD,17629
2355,IL,17616
2356,MI,17596
2357,CA,17590
2358,NC,17581
2359,NY,17556
2360,KY,17534
2361,MO,17530
2362,CT,17528
2363,CT,17525
2364,VT,17524
2365,NJ,17491
2366,UT,17488
2367,NC,17474
2368,TX,17465
2369,KY,17438
2370,FL,17425
2371,SC,17416
2372,NJ,17400
2373,IN,17396
2374,IL,17395
2375,TX,17394
2376,TX,17369
2377,MA,17366
2378,MO,17355
2379,TX,17335
2380,KY,17307
2381,GA,17305
2382,CO,17303
2383,OH,17291
2384,AR,17287
2385,WV,17286
2386,IL,17286
2387,KY,17282
2388,CA,17272
2389,OH,17260
2390,NM,17242
2391,OH,17239
2392,KY,17234
2393,VA,17219
2394,VA,17219
2395,GA,17209
2396,TX,17202
2397,NJ,17197
2398,FL,17194
2399,MI,17193
2400,NJ,17178
2401,MS,17161
2402,NC,17157
2403,RI,17153
2404,GA,17144
2405,MA,17144
2406,CO,17141
2407,MS,17138
2408,IL,17117
2409,NY,17109
2410,MO,17108
2411,NJ,17107
2412,OR,17107
2413,MD,17101
2414,MI,17090
2415,WI,17089
2416,RI,17075
2417,FL,17072
2418,GA,17070
2419,OH,17068
2420,OH,17066
2421,NJ,17064
2422,MA,17062
2423,GA,17045
2424,WA,17039
2425,IL,17027
2426,TX,17027
2427,IN,17022
2428,UT,17014
2429,WA,17013
2430,CA,16999
2431,WI,16991
2432,OK,16989
2433,GA,16970
2434,OH,16956
2435,GA,16949
2436,MA,16945
2437,MI,16944
2438,NJ,16937
2439,NJ,16923
2440,NY,16921
2441,TX,16896
2442,IL,16892
2443,MA,16889
2444,GA,16887
2445,UT,16884
2446,NH,16871
2447,IL,16870
2448,CA,16870
2449,TX,16867
2450,TX,16856
2451,UT,16856
2452,IL,16855
2453,OR,16854
2454,MI,16843
2455,WI,16843
2456,FL,16798
2457,TX,16797
2458,TX,16795
2459,MS,16780
2460,AL,16776
2461,IL,16775
2462,IN,16759
2463,CT,16748
2464,NE,16746
2465,TX,16739
2466,UT,16739
2467,CA,16729
2468,FL,16728
2469,CA,16728
2470,IN,16715
2471,WI,16708
2472,MO,16707
2473,IL,16706
2474,IN,16703
2475,NM,16702
2476,FL,16698
2477,CA,16685
2478,IN,16662
2479,TX,16661
2480,GA,16633
2481,NC,16621
2482,CA,16607
2483,NY,16592
2484,NJ,16585
2485,AL,16564
2486,MN,16547
2487,AZ,16534
2488,IN,16528
2489,IN,16517
2490,AL,16494
2491,MI,16487
2492,GA,16483
2493,OK,16481
2494,VA,16473
2495,MN,16464
2496,FL,16463
2497,NJ,16457
2498,NC,16432
2499,MA,16430
2500,PA,16429
2501,CT,16426
2502,CA,16419
2503,HI,16415
2504,AL,16406
2505,CA,16395
2506,CO,16381
2507,NJ,16380
2508,WA,16375
2509,FL,16361
2510,RI,16359
2511,FL,16354
2512,AZ,16351
2513,FL,16341
2514,MA,16339
2515,MA,16335
2516,IL,16321
2517,IN,16306
2518,OR,16300
2519,WA,16295
2520,MO,16291
2521,AL,16275
2522,TX,16267
2523,MA,16266
2524,TX,16258
2525,MD,16254
2526,GA,16230
2527,PA,16230
2528,MO,16225
2529,NH,16214
2530,MN,16214
2531,GA,16213
2532,MA,16211
2533,OK,16209
2534,WI,16182
2535,NY,16172
2536,AL,16171
2537,MN,16168
2538,TN,16164
2539,OH,16163
2540,RI,16158
2541,TX,16153
2542,CT,16142
2543,TX,16135
2544,NH,16131
2545,NJ,16128
2546,NJ,16118
2547,NC,16112
2548,MA,16090
2549,MI,16083
2550,GA,16074
2551,IL,16071
2552,VA,16070
2553,WV,16061
2554,TN,16058
2555,IL,16058
2556,OK,16051
2557,NH,16049
2558,TX,16047
2559,AL,16044
2560,TX,16026
2561,CA,16016
2562,CA,16013
2563,OR,16010
2564,OH,16004
2565,OR,15985
2566,ID,15979
2567,FL,15970
2568,MO,15955
2569,LA,15948
2570,TX,15941
2571,WI,15935
2572,OH,15930
2573,LA,15929
2574,MA,15924
2575,NJ,15923
2576,WI,15914
2577,TX,15899
2578,NY,15864
2579,AL,15861
2580,MA,15853
2581,ND,15849
2582,IA,15833
2583,TX,15830
2584,ME,15828
2585,TX,15819
2586,NH,15817
2587,MD,15807
2588,VT,15807
2589,IN,15804
2590,LA,15786
2591,TX,15781
2592,FL,15772
2593,MN,15766
2594,FL,15760
2595,IA,15760
2596,CT,15752
2597,WA,15749
2598,MA,15741
2599,FL,15730
2600,WI,15723
2601,MI,15697
2602,CO,15691
2603,MI,15678
2604,SD,15660
2605,KY,15636
2606,AZ,15635
2607,MO,15627
2608,WI,15626
2609,FL,15616
2610,NY,15600
2611,WA,15587
2612,IN,15583
2613,CA,15581
2614,AL,15578
2615,GA,15577
2616,NJ,15571
2617,ID,15570
2618,ID,15570
2619,CT,15555
2620,MA,15554
2621,NC,15545
2622,NJ,15544
2623,KY,15539
2624,MA,15531
2625,MO,15522
2626,MI,15492
2627,NH,15490
2628,MO,15481
2629,PA,15479
2630,TN,15479
2631,NJ,15476
2632,AL,15455
2633,MA,15428
2634,VA,15425
2635,NC,15421
2636,IL,15419
2637,CT,15413
2638,OH,15412
2639,SD,15411
2640,NJ,15409
2641,NJ,15407
2642,IA,15392
2643,MI,15384
2644,MA,15350
2645,NY,15343
2646,VT,15333
2647,TX,15317
2648,IL,15274
2649,IL,15251
2650,NJ,15249
2651,NJ,15235
2652,MI,15231
2653,NC,15229
2654,TX,15217
2655,GA,15210
2656,OH,15209
2657,NY,15205
2658,MI,15194
2659,NJ,15188
2660,NY,15178
2661,MA,15142
2662,NC,15137
2663,NY,15131
2664,FL,15130
2665,GA,15129
2666,NY,15129
2667,MA,15121
2668,MA,15111
2669,TX,15108
2670,NC,15106
2671,CA,15090
2672,FL,15087
2673,MI,15073
2674,NJ,15072
2675,PA,15064
2676,NC,15060
2677,MA,15060
2678,IL,15051
2679,NJ,15049
2680,WA,15048
2681,NJ,15025
2682,HI,15016
2683,KY,15014
2684,AL,15014
2685,MO,15013
2686,VA,15011
2687,NC,15010
2688,MA,14996
2689,MI,14983
2690,AL,14982
2691,NC,14978
2692,PA,14976
2693,CA,14973
2694,CT,14973
2695,TX,14972
2696,HI,14965
2697,HI,14957
2698,TX,14955
2699,WI,14954
2700,NJ,14940
2701,MI,14929
2702,GA,14928
2703,HI,14904
2704,MS,14903
2705,FL,14898
2706,HI,14896
2707,KS,14892
2708,WI,14889
2709,NV,14885
2710,WI,14879
2711,AL,14877
2712,NH,14871
2713,WI,14854
2714,AL,14843
2715,TX,14836
2716,MA,14833
2717,MI,14832
2718,NY,14830
2719,TX,14820
2720,FL,14809
2721,MD,14807
2722,NJ,14798
2723,OH,14786
2724,IL,14764
2725,NM,14758
2726,GA,14756
2727,WI,14755
2728,KS,14733
2729,WI,14731
2730,MI,14726
2731,IN,14717
2732,MI,14714
2733,NJ,14711
2734,CA,14710
2735,MI,14703
2736,NJ,14677
2737,MA,14674
2738,VA,14658
2739,MN,14646
2740,GA,14638
2741,NJ,14636
2742,IL,14622
2743,MS,14622
2744,MA,14613
2745,WI,14601
2746,IL,14600
2747,MN,14599
2748,NC,14583
2749,CA,14576
2750,MI,14575
2751,MN,14574
2752,AL,14572
2753,NJ,14572
2754,CT,14563
2755,TN,14549
2756,TN,14546
2757,RI,14532
2758,MS,14520
2759,CO,14513
2760,IL,14505
2761,GA,14502
2762,TX,14501
2763,MO,14500
2764,MS,14490
2765,GA,14468
2766,MN,14455
2767,MA,14440
2768,NE,14436
2769,IL,14433
2770,IL,14406
2771,OH,14401
2772,MN,14395
2773,MI,14391
2774,IL,14386
2775,AL,14385
2776,LA,14384
2777,MA,14383
2778,CO,14382
2779,TX,14379
2780,IL,14377
2781,MI,14374
2782,AL,14368
2783,NJ,14362
2784,PA,14349
2785,IL,14339
2786,NJ,14336
2787,MN,14335
2788,FL,14329
2789,IL,14325
2790,RI,14312
2791,NJ,14294
2792,NH,14282
2793,CT,14280
2794,MN,14275
2795,SD,14263
2796,MA,14255
2797,CO,14253
2798,IL,14249
2799,IN,14241
2800,CA,14231
2801,CT,14225
2802,NH,14222
2803,TX,14222
2804,SC,14220
2805,OH,14204
2806,KY,14201
2807,AZ,14197
2808,GA,14192
2809,NJ,14186
2810,CA,14172
2811,IL,14163
2812,OH,14163
2813,MA,14162
2814,CA,14161
2815,WA,14158
2816,WI,14156
2817,KY,14150
2818,CA,14149
2819,GA,14127
2820,WA,14121
2821,MN,14120
2822,MN,14119
2823,OH,14117
2824,OH,14115
2825,IN,14106
2826,IL,14098
2827,SD,14091
2828,TN,14084
2829,IL,14084
2830,KS,14082
2831,OH,14050
2832,MI,14045
2833,PA,14044
2834,NE,14043
2835,GA,14042
2836,PA,14042
2837,OH,14040
2838,WI,14030
2839,CA,14016
2840,IL,14012
2841,TX,13997
2842,NJ,13967
2843,TX,13964
2844,TX,13955
2845,IN,13952
2846,MN,13947
2847,MA,13943
2848,GA,13942
2849,NY,13937
2850,FL,13931
2851,GA,13930
2852,OH,13928
2853,OH,13927
2854,OH,13914
2855,TN,13904
2856,TX,13901
2857,OH,13896
2858,OH,13877
2859,MN,13862
2860,FL,13859
2861,WI,13859
2862,FL,13843
2863,IL,13842
2864,MA,13831
2865,TN,13829
2866,MI,13822
2867,OR,13817
2868,HI,13817
2869,MO,13806
2870,PA,13794
2871,IN,13792
2872,OH,13792
2873,OH,13789
2874,TN,13788
2875,MA,13785
2876,MO,13783
2877,SC,13781
2878,CA,13776
2879,NY,13769
2880,AR,13752
2881,CO,13735
2882,UT,13725
2883,ME,13723
2884,MD,13715
2885,MA,13708
2886,CA,13696
2887,TX,13692
2888,OK,13691
2889,TX,13688
2890,TX,13669
2891,NY,13667
2892,TX,13652
2893,NJ,13650
2894,WV,13647
2895,NJ,13641
2896,OH,13635
2897,WA,13630
2898,IL,13629
2899,MN,13628
2900,TX,13618
2901,HI,13614
2902,SC,13607
2903,NJ,13597
2904,CT,13579
2905,UT,13571
2906,KY,13567
2907,TX,13554
2908,IL,13553
2909,CT,13544
2910,WI,13519
2911,FL,13513
2912,TX,13508
2913,NJ,13505
2914,PA,13502
2915,AL,13497
2916,TX,13487
2917,VA,13485
2918,NJ,13484
2919,IL,13475
2920,OH,13463
2921,IL,13463
2922,MA,13440
2923,LA,13417
2924,IN,13412
2925,AR,13406
2926,GA,13403
2927,CO,13395
2928,OH,13394
2929,OH,13385
2930,IL,13383
2931,IL,13382
2932,NC,13381
2933,MI,13378
2934,TX,13376
2935,TX,13369
2936,NJ,13360
2937,WI,13357
2938,PA,13350
2939,PA,13349
2940,MA,13347
2941,CA,13347
2942,PA,13346
2943,MI,13337
2944,CA,13332
2945,IN,13324
2946,FL,13323
2947,MA,13315
2948,OH,13310
2949,OH,13307
2950,MI,13301
2951,SC,13297
2952,MN,13295
2953,MI,13292
2954,IL,13288
2955,NJ,13285
2956,TX,13271
2957,CA,13264
2958,WA,13255
2959,MN,13249
2960,IL,13242
2961,SC,13240
2962,IN,13235
2963,GA,13233
2964,NJ,13224
2965,CO,13224
2966,AZ,13218
2967,LA,13192
2968,CT,13185
2969,NC,13181
2970,PA,13176
2971,WI,13173
2972,AL,13170
2973,NM,13166
2974,FL,13162
2975,TN,13156
2976,CA,13150
2977,OH,13149
2978,NC,13148
2979,PA,13147
2980,OH,13129
2981,MA,13115
2982,OH,13112
2983,LA,13103
2984,MD,13096
2985,CO,13094
2986,FL,13085
2987,NY,13079
2988,TN,13070
2989,AR,13069
2990,WA,13069
2991,CA,13064
2992,FL,13052
2993,PA,13050
2994,OH,13046
2995,FL,13045
2996,MI,13035
2997,MN,13033
2998,MO,13031
2999,OR,13026
3000,OH,13021
3001,AZ,13020
3002,MO,13019
3003,WA,13017
3004,AR,13015
3005,MA,13000
3006,TN,12982
3007,NJ,12980
3008,OK,12969
3009,OK,12965
3010,MA,12961
3011,FL,12958
3012,NH,12949
3013,CA,12941
3014,MI,12941
3015,AL,12939
3016,CA,12939
3017,NJ,12936
3018,TX,12916
3019,MN,12912
3020,CA,12905
3021,MO,12895
3022,DE,12883
3023,AL,12882
3024,NM,12875
3025,KS,12870
3026,FL,12865
3027,TX,12857
3028,MI,12851
3029,CA,12844
3030,IL,12840
3031,SC,12832
3032,CA,12830
3033,AR,12825
3034,WI,12820
3035,NJ,12812
3036,NY,12812
3037,NJ,12803
3038,MA,12799
3039,IA,12799
3040,OH,12786
3041,IL,12775
3042,SC,12764
3043,IL,12758
3044,NJ,12748
3045,IL,12744
3046,MO,12743
3047,NY,12743
3048,PA,12738
3049,TX,12735
3050,MS,12721
