,State,Population
9434,KY,1708
9435,MI,1708
9436,IL,1708
9437,NY,1707
9438,MS,1707
9439,CA,1707
9440,OH,1707
9441,TX,1707
9442,AR,1707
9443,OH,1706
9444,NH,1706
9445,NY,1705
9446,ME,1705
9447,PA,1705
9448,GA,1704
9449,WA,1703
9450,ME,1703
9451,MN,1703
9452,VA,1703
9453,NH,1702
9454,WY,1702
9455,MI,1702
9456,SC,1701
9457,IA,1700
9458,NE,1699
9459,TX,1699
9460,NY,1699
9461,FL,1699
9462,IN,1698
9463,ME,1698
9464,KS,1697
9465,NJ,1697
9466,WV,1697
9467,NC,1697
9468,ID,1696
9469,MA,1695
9470,MN,1695
9471,OR,1694
9472,NE,1694
9473,SC,1693
9474,AL,1693
9475,NC,1692
9476,IL,1692
9477,GA,1692
9478,OH,1691
9479,NH,1691
9480,WA,1691
9481,OH,1690
9482,NY,1690
9483,MO,1690
9484,TX,1690
9485,TN,1690
9486,FL,1689
9487,NH,1689
9488,TX,1689
9489,VA,1688
9490,WA,1688
9491,IA,1688
9492,MN,1687
9493,NC,1687
9494,IA,1687
9495,KY,1686
9496,MI,1684
9497,IA,1683
9498,NY,1683
9499,VT,1683
9500,TX,1683
9501,MO,1683
9502,TX,1682
9503,NJ,1682
9504,KY,1682
9505,MN,1682
9506,NJ,1681
9507,IN,1681
9508,OH,1681
9509,GA,1680
9510,NY,1680
9511,DE,1680
9512,MO,1679
9513,AL,1679
9514,NC,1679
9515,MS,1679
9516,ID,1679
9517,MN,1678
9518,KY,1678
9519,IA,1678
9520,OH,1676
9521,IA,1676
9522,PA,1676
9523,NY,1675
9524,CO,1675
9525,VT,1674
9526,IL,1672
9527,PA,1672
9528,SC,1672
9529,TX,1671
9530,KY,1671
9531,NC,1671
9532,MS,1670
9533,VT,1670
9534,IL,1669
9535,KY,1669
9536,PA,1669
9537,MT,1669
9538,SC,1669
9539,MI,1669
9540,NJ,1668
9541,KS,1668
9542,IL,1668
9543,WA,1668
9544,NC,1667
9545,OK,1667
9546,OH,1667
9547,NY,1667
9548,IA,1666
9549,OH,1666
9550,MA,1665
9551,NJ,1665
9552,TX,1665
9553,OR,1664
9554,VT,1663
9555,NH,1662
9556,CT,1662
9557,WI,1662
9558,NY,1662
9559,IA,1662
9560,VT,1661
9561,KS,1661
9562,WV,1660
9563,OH,1659
9564,MA,1657
9565,TN,1656
9566,FL,1655
9567,VA,1654
9568,FL,1654
9569,IA,1654
9570,ID,1653
9571,AL,1653
9572,NY,1652
9573,HI,1652
9574,PA,1652
9575,MS,1652
9576,VT,1651
9577,IN,1651
9578,MI,1651
9579,NY,1651
9580,WY,1651
9581,CO,1651
9582,WI,1651
9583,MT,1650
9584,OH,1650
9585,ND,1650
9586,NJ,1650
9587,IL,1650
9588,TX,1650
9589,CT,1649
9590,ND,1649
9591,TX,1649
9592,NC,1648
9593,ME,1648
9594,ME,1648
9595,PA,1648
9596,MS,1647
9597,MT,1647
9598,TX,1647
9599,OR,1645
9600,VT,1645
9601,WI,1645
9602,KS,1644
9603,WY,1644
9604,FL,1643
9605,PA,1643
9606,TN,1643
9607,IN,1643
9608,MA,1643
9609,NY,1643
9610,GA,1643
9611,GA,1642
9612,IL,1641
9613,IN,1641
9614,GA,1641
9615,TN,1641
9616,OR,1640
9617,NY,1640
9618,NC,1640
9619,CO,1639
9620,WI,1638
9621,WA,1638
9622,IN,1638
9623,PA,1638
9624,LA,1638
9625,NM,1637
9626,VA,1637
9627,WA,1636
9628,OH,1636
9629,MD,1636
9630,IL,1636
9631,LA,1635
9632,NY,1635
9633,SC,1634
9634,MA,1634
9635,SC,1634
9636,PA,1634
9637,NY,1633
9638,TX,1633
9639,FL,1633
9640,IL,1633
9641,NY,1633
9642,TX,1633
9643,ME,1632
9644,IN,1631
9645,ME,1631
9646,WV,1631
9647,NH,1631
9648,IL,1630
9649,TX,1630
9650,AR,1630
9651,MO,1629
9652,WI,1628
9653,AL,1628
9654,OK,1628
9655,TN,1628
9656,TX,1627
9657,WI,1627
9658,OK,1626
9659,AZ,1626
9660,IA,1625
9661,VA,1624
9662,IA,1623
9663,IN,1623
9664,TX,1623
9665,MI,1622
9666,NC,1622
9667,MA,1622
9668,NH,1621
9669,TX,1620
9670,OK,1619
9671,MN,1618
9672,IL,1618
9673,MD,1617
9674,LA,1617
9675,MS,1617
9676,NE,1616
9677,TX,1616
9678,NH,1616
9679,PA,1615
9680,NC,1614
9681,TX,1614
9682,MO,1614
9683,AL,1614
9684,NC,1614
9685,IN,1614
9686,IL,1613
9687,MO,1613
9688,PA,1612
9689,MD,1611
9690,NH,1610
9691,IL,1610
9692,ME,1609
9693,SC,1608
9694,NC,1608
9695,ME,1608
9696,AL,1607
9697,MA,1607
9698,MA,1606
9699,UT,1606
9700,MO,1605
9701,IA,1605
9702,MN,1605
9703,UT,1605
9704,WI,1604
9705,MI,1604
9706,IL,1603
9707,KS,1603
9708,OR,1602
9709,MS,1602
9710,WI,1602
9711,OH,1602
9712,WI,1602
9713,TX,1601
9714,PA,1601
9715,PA,1601
9716,WI,1601
9717,NC,1600
9718,ME,1600
9719,IA,1599
9720,TN,1599
9721,MO,1599
9722,VA,1598
9723,MI,1598
9724,NJ,1598
9725,GA,1597
9726,ID,1597
9727,IL,1596
9728,IN,1595
9729,GA,1595
9730,ME,1595
9731,MS,1594
9732,TN,1594
9733,IA,1593
9734,KY,1593
9735,MO,1593
9736,OK,1593
9737,CA,1592
9738,ME,1592
9739,OH,1591
9740,KY,1591
9741,OH,1590
9742,GA,1590
9743,AK,1589
9744,KY,1589
9745,MD,1588
9746,OH,1588
9747,UT,1588
9748,CT,1588
9749,UT,1588
9750,KY,1588
9751,TX,1588
9752,AR,1587
9753,IN,1587
9754,MI,1587
9755,NY,1586
9756,OH,1586
9757,WI,1586
9758,NC,1586
9759,GA,1585
9760,NC,1585
9761,IL,1584
9762,MS,1584
9763,ME,1584
9764,VT,1583
9765,AR,1583
9766,WA,1583
9767,IA,1583
9768,OH,1582
9769,MO,1582
9770,OH,1582
9771,NJ,1582
9772,PA,1581
9773,OH,1581
9774,WI,1581
9775,PA,1580
9776,KY,1580
9777,WI,1579
9778,TN,1578
9779,IL,1578
9780,IL,1577
9781,ME,1577
9782,WI,1576
9783,CT,1576
9784,MI,1575
9785,TX,1575
9786,NC,1574
9787,TX,1574
9788,KY,1574
9789,TN,1574
9790,IL,1574
9791,TN,1573
9792,WI,1573
9793,OH,1573
9794,ME,1572
9795,WV,1572
9796,CO,1571
9797,KS,1571
9798,SC,1571
9799,ME,1570
9800,ME,1570
9801,IL,1568
9802,PA,1568
9803,WI,1567
9804,MO,1567
9805,CT,1567
9806,NC,1567
9807,ME,1567
9808,ID,1567
9809,SD,1567
9810,IL,1566
9811,FL,1566
9812,ME,1566
9813,AR,1566
9814,TX,1566
9815,WI,1566
9816,IA,1564
9817,UT,1564
9818,NY,1564
9819,TN,1563
9820,MO,1563
9821,KY,1563
9822,TX,1562
9823,NC,1562
9824,NY,1561
9825,WI,1561
9826,VT,1560
9827,IA,1558
9828,NC,1558
9829,WI,1558
9830,IL,1558
9831,OH,1558
9832,MD,1557
9833,LA,1557
9834,UT,1556
9835,NY,1556
9836,KS,1555
9837,MO,1554
9838,MI,1554
9839,IA,1554
9840,TN,1553
9841,IL,1552
9842,NY,1552
9843,TX,1552
9844,ME,1551
9845,MA,1551
9846,IA,1551
9847,IA,1551
9848,IN,1551
9849,IL,1550
9850,ME,1550
9851,TX,1548
9852,UT,1548
9853,NE,1548
9854,VT,1547
9855,PA,1547
9856,TX,1546
9857,VA,1546
9858,VA,1545
9859,TN,1545
9860,NY,1544
9861,IN,1544
9862,UT,1544
9863,ME,1544
9864,NJ,1544
9865,AR,1543
9866,IA,1543
9867,PA,1542
9868,WV,1542
9869,FL,1542
9870,AR,1542
9871,WY,1541
9872,AZ,1541
9873,TX,1540
9874,IN,1540
9875,NM,1539
9876,MA,1538
9877,OK,1537
9878,FL,1537
9879,IL,1537
9880,MI,1537
9881,MO,1537
9882,PA,1536
9883,NJ,1536
9884,PA,1536
9885,AL,1536
9886,TX,1536
9887,NE,1536
9888,KY,1536
9889,MS,1534
9890,MI,1534
9891,PA,1533
9892,MS,1533
9893,MO,1533
9894,MN,1533
9895,OH,1533
9896,WI,1533
9897,ME,1533
9898,ME,1532
9899,NH,1532
9900,NY,1531
9901,WV,1531
9902,TX,1530
9903,NY,1529
9904,NC,1529
9905,MI,1529
9906,NC,1529
9907,IN,1529
9908,WV,1529
9909,PA,1528
9910,MD,1528
9911,MA,1528
9912,TX,1527
9913,ME,1527
9914,FL,1526
9915,AR,1526
9916,IA,1526
9917,HI,1526
9918,ME,1526
9919,VT,1526
9920,MI,1525
9921,PA,1525
9922,MD,1525
9923,WI,1524
9924,IN,1524
9925,TX,1524
9926,PA,1524
9927,TX,1524
9928,IA,1524
9929,IA,1524
9930,TN,1523
9931,TX,1523
9932,KS,1523
9933,NE,1522
9934,TX,1521
9935,OH,1521
9936,IL,1521
9937,SC,1521
9938,UT,1521
9939,ME,1520
9940,NY,1520
9941,AL,1520
9942,NE,1520
9943,OH,1519
9944,LA,1519
9945,IL,1518
9946,MN,1518
9947,NH,1518
9948,MO,1518
9949,NY,1517
9950,NY,1517
9951,NE,1517
9952,MI,1517
9953,IN,1516
9954,OH,1515
9955,IN,1515
9956,OR,1515
9957,MS,1515
9958,LA,1514
9959,IL,1514
9960,PA,1513
9961,MO,1512
9962,GA,1512
9963,KY,1512
9964,ME,1511
9965,OH,1510
9966,IL,1510
9967,IN,1509
9968,CO,1509
9969,IA,1508
9970,ME,1508
9971,IN,1508
9972,TN,1507
9973,CA,1507
9974,PA,1507
9975,OH,1507
9976,AR,1506
9977,MO,1506
9978,PA,1505
9979,IL,1505
9980,IL,1505
9981,SC,1505
9982,TX,1505
9983,KS,1505
9984,AR,1505
9985,MS,1505
9986,NJ,1504
9987,NE,1504
9988,IL,1504
9989,WV,1504
9990,ME,1504
9991,IA,1502
9992,CO,1502
9993,ME,1502
9994,NH,1501
9995,OH,1501
9996,IA,1501
9997,NE,1501
9998,KY,1501
9999,IL,1500
10000,OK,1500
10001,WI,1498
10002,WI,1498
10003,TX,1498
10004,NH,1498
10005,IL,1498
10006,OH,1497
10007,MD,1496
10008,PA,1496
10009,WV,1496
10010,PA,1496
10011,PA,1496
10012,MS,1496
10013,TX,1495
10014,MO,1495
10015,MO,1495
10016,CO,1495
10017,AR,1495
10018,FL,1495
10019,NC,1494
10020,OH,1494
10021,ID,1494
10022,WI,1493
10023,WV,1493
10024,PA,1493
10025,OH,1492
10026,UT,1492
10027,TX,1492
10028,MO,1492
10029,OK,1492
10030,NC,1491
10031,WA,1491
10032,LA,1490
10033,TN,1490
10034,SD,1490
10035,IN,1490
10036,OR,1489
10037,ME,1488
10038,TX,1487
10039,UT,1486
10040,PA,1485
10041,IL,1484
10042,IA,1484
10043,IL,1484
10044,WI,1483
10045,TN,1483
10046,AR,1481
10047,MI,1481
10048,NC,1481
10049,OH,1481
10050,GA,1480
10051,WV,1480
10052,PA,1480
10053,KS,1480
10054,TX,1479
10055,OH,1479
10056,PA,1479
10057,IL,1479
10058,MI,1479
10059,PA,1478
10060,FL,1478
10061,IL,1478
10062,NY,1477
10063,TX,1477
10064,OK,1476
10065,FL,1476
10066,WV,1476
10067,PA,1476
10068,PA,1476
10069,MO,1475
10070,KS,1475
10071,NJ,1475
10072,PA,1475
10073,MN,1475
10074,UT,1474
10075,TX,1474
10076,PA,1473
10077,VA,1473
10078,WI,1473
10079,NC,1473
10080,NY,1473
10081,MN,1472
10082,CA,1472
10083,NY,1472
10084,MO,1472
10085,WA,1472
10086,AL,1472
10087,TN,1471
10088,IA,1471
10089,CO,1471
10090,WA,1471
10091,FL,1471
10092,OH,1470
10093,ND,1470
10094,MI,1469
10095,GA,1469
10096,LA,1468
10097,AL,1468
10098,KS,1467
10099,TX,1467
10100,MN,1466
10101,UT,1466
10102,AL,1466
10103,NH,1466
10104,MI,1466
10105,MI,1465
10106,TX,1465
10107,IL,1464
10108,KS,1464
10109,NY,1463
10110,WA,1462
10111,NC,1462
10112,ND,1462
10113,TN,1462
10114,OH,1461
10115,GA,1460
10116,MN,1460
10117,CO,1458
10118,NE,1458
10119,PA,1458
10120,ME,1458
10121,MI,1458
10122,MS,1457
10123,IL,1456
10124,KS,1456
10125,KS,1455
10126,VT,1455
10127,OH,1455
10128,IA,1455
10129,NY,1455
10130,OH,1455
10131,PA,1454
10132,NE,1454
10133,IL,1454
10134,IL,1454
10135,UT,1454
10136,WV,1454
10137,WI,1453
10138,PA,1451
10139,TX,1450
10140,MT,1449
10141,WV,1449
10142,NJ,1449
10143,NH,1448
10144,WI,1448
10145,NY,1448
10146,NM,1447
10147,CO,1447
10148,NE,1447
10149,KS,1447
10150,MO,1447
10151,NY,1446
10152,FL,1446
10153,MI,1446
10154,MS,1445
10155,VA,1445
10156,ME,1444
10157,MS,1444
10158,NC,1444
10159,VT,1443
10160,IL,1443
10161,WV,1443
10162,NM,1442
10163,NY,1442
10164,IA,1442
10165,MN,1442
10166,FL,1441
10167,OH,1441
10168,WI,1441
10169,MS,1441
10170,MD,1441
10171,LA,1441
10172,NE,1441
10173,OR,1441
10174,GA,1440
10175,NC,1440
10176,WI,1439
10177,WV,1439
10178,NJ,1438
10179,WA,1438
10180,KY,1438
10181,WI,1437
10182,TX,1437
10183,ME,1437
10184,NJ,1436
10185,PA,1436
10186,ME,1435
10187,IL,1435
10188,MN,1434
10189,NH,1434
10190,KY,1433
10191,MO,1433
10192,IL,1433
10193,IL,1433
10194,VA,1432
10195,WI,1432
10196,IN,1432
10197,MI,1431
10198,OK,1431
10199,UT,1431
10200,VA,1431
10201,OH,1430
10202,OK,1430
10203,OH,1430
10204,OH,1429
10205,LA,1428
10206,OR,1428
10207,AL,1428
10208,KY,1428
10209,PA,1426
10210,PA,1426
10211,PA,1425
10212,TX,1425
10213,AL,1425
10214,IL,1425
10215,AR,1424
10216,MI,1424
10217,ND,1424
10218,VT,1424
10219,MN,1423
10220,TN,1423
10221,NJ,1423
10222,TN,1422
10223,WI,1422
10224,NH,1422
10225,IN,1422
10226,HI,1421
10227,NY,1419
10228,PA,1419
10229,MN,1418
10230,WI,1417
10231,TX,1416
10232,ME,1416
10233,GA,1415
10234,WV,1415
10235,TX,1414
10236,TX,1413
10237,VT,1413
10238,TX,1413
10239,TX,1413
10240,KS,1413
10241,WV,1412
10242,ME,1411
10243,NC,1410
10244,IA,1410
10245,RI,1410
10246,NC,1409
10247,IN,1409
10248,OH,1409
10249,WV,1408
10250,KS,1407
10251,OH,1407
10252,IL,1407
10253,VT,1407
10254,OH,1407
10255,IA,1407
10256,MA,1407
10257,NH,1407
10258,MO,1406
10259,TN,1406
10260,IL,1405
10261,OH,1405
10262,OK,1405
10263,TX,1403
10264,KS,1403
10265,HI,1403
10266,TX,1402
10267,OH,1402
10268,VA,1402
10269,LA,1402
10270,WI,1401
10271,CO,1401
10272,CO,1400
10273,AR,1400
10274,TX,1400
10275,ME,1400
10276,NY,1400
10277,SC,1399
10278,MO,1399
10279,NJ,1399
10280,MI,1399
10281,OK,1399
10282,TX,1399
10283,PA,1398
10284,CA,1398
10285,IL,1398
10286,MN,1397
10287,WI,1397
10288,IA,1397
10289,WA,1397
10290,IN,1397
10291,TX,1397
10292,FL,1396
10293,IA,1396
10294,TX,1396
10295,IL,1395
10296,TX,1394
10297,OK,1393
10298,TN,1393
10299,IN,1393
10300,IN,1393
10301,MN,1392
10302,VT,1392
10303,NM,1392
10304,IL,1392
10305,IA,1392
10306,NM,1391
10307,GA,1391
10308,IA,1391
10309,MN,1391
10310,TX,1390
10311,IL,1390
10312,NM,1390
10313,SC,1390
10314,MO,1390
10315,CO,1390
10316,SC,1390
10317,OR,1389
10318,WA,1389
10319,WA,1389
10320,KY,1388
10321,MO,1388
10322,NC,1388
10323,NY,1387
10324,TX,1387
10325,HI,1386
10326,TX,1386
10327,WI,1386
10328,NH,1385
10329,VT,1385
10330,NY,1384
10331,IN,1384
10332,MI,1382
10333,NH,1382
10334,MO,1381
10335,MS,1381
10336,IL,1381
10337,MT,1380
10338,SD,1380
10339,OR,1379
10340,LA,1379
10341,OK,1378
10342,MI,1378
10343,SC,1378
10344,KS,1377
10345,VA,1377
10346,WI,1377
10347,NY,1377
10348,ME,1377
10349,NE,1377
10350,NC,1376
10351,MO,1376
10352,TX,1376
10353,PA,1376
10354,MI,1376
10355,FL,1376
10356,MI,1376
10357,AK,1375
10358,ME,1375
10359,HI,1374
10360,NH,1374
10361,OK,1374
10362,NC,1373
10363,IN,1373
10364,AR,1373
10365,MA,1372
10366,PA,1372
10367,IN,1372
10368,MN,1371
10369,OK,1371
10370,OH,1371
10371,IL,1371
10372,NJ,1371
10373,NC,1371
10374,WI,1371
10375,OH,1370
10376,NJ,1370
10377,GA,1370
10378,NY,1370
10379,TX,1370
10380,MI,1370
10381,KY,1370
10382,TN,1369
10383,IA,1369
10384,NE,1369
10385,IL,1369
10386,NC,1368
10387,IL,1368
10388,WI,1368
10389,PA,1368
10390,VA,1367
10391,NC,1367
10392,IL,1366
10393,MN,1366
10394,IA,1366
10395,VT,1365
10396,IL,1365
10397,IN,1365
10398,NC,1365
10399,MN,1365
10400,PA,1365
10401,NC,1364
10402,VT,1364
10403,MN,1364
10404,TX,1364
10405,OK,1364
10406,VT,1363
10407,TN,1363
10408,SD,1362
10409,IA,1362
10410,CT,1361
10411,MO,1361
10412,ND,1361
10413,IN,1360
10414,ME,1360
10415,NY,1360
10416,PA,1360
10417,IL,1359
10418,NH,1358
10419,IL,1358
10420,PA,1358
10421,WI,1357
10422,SC,1357
10423,PA,1357
10424,FL,1357
10425,IA,1357
10426,GA,1357
10427,ND,1357
10428,PA,1357
10429,LA,1356
10430,WI,1356
10431,VT,1356
10432,IN,1356
10433,MI,1356
10434,NJ,1355
10435,WV,1355
10436,WI,1355
10437,VA,1355
10438,TX,1355
10439,OH,1354
10440,AL,1354
10441,PA,1353
10442,KS,1352
10443,IL,1352
10444,ME,1352
10445,KS,1352
10446,TX,1351
10447,AL,1351
10448,NY,1351
10449,MS,1351
10450,CT,1351
10451,OH,1350
10452,MO,1350
10453,MO,1349
10454,TX,1349
10455,IL,1349
10456,SD,1349
10457,TN,1349
10458,OK,1349
10459,TX,1348
10460,MI,1348
10461,NJ,1347
10462,NE,1347
10463,VT,1346
10464,ME,1346
10465,HI,1346
10466,IA,1346
10467,AR,1345
10468,KS,1345
10469,MI,1344
10470,SC,1344
10471,VT,1344
10472,VT,1344
10473,MO,1343
10474,VT,1343
10475,IL,1343
10476,MA,1343
10477,AL,1342
10478,TX,1342
10479,TX,1341
10480,UT,1341
10481,KS,1341
10482,WV,1341
10483,LA,1340
10484,MI,1340
10485,LA,1340
10486,MN,1340
10487,IL,1340
10488,MS,1339
10489,IA,1339
10490,UT,1339
10491,MN,1339
10492,VT,1338
10493,IN,1338
10494,OH,1338
10495,AR,1337
10496,MN,1337
10497,TN,1337
10498,VT,1337
10499,MT,1336
10500,WV,1335
10501,MD,1335
10502,MN,1335
10503,OR,1335
10504,TX,1335
10505,IN,1335
10506,KS,1335
10507,GA,1334
10508,OH,1334
10509,IL,1333
10510,VT,1332
10511,TX,1332
10512,TN,1332
10513,MN,1332
10514,WI,1331
10515,OK,1331
10516,IN,1330
10517,PA,1330
10518,WI,1330
10519,KY,1330
10520,NY,1330
10521,FL,1330
10522,TX,1330
10523,SD,1329
10524,PA,1329
10525,AR,1329
10526,KS,1329
10527,ME,1328
10528,OR,1328
10529,TX,1327
10530,WV,1327
10531,GA,1326
10532,LA,1326
10533,ME,1326
10534,WA,1326
10535,OH,1326
10536,WI,1325
10537,KS,1325
10538,PA,1325
10539,IL,1325
10540,ME,1325
10541,SD,1325
10542,CO,1325
10543,AL,1324
10544,IL,1324
10545,WI,1324
10546,AZ,1323
10547,VT,1323
10548,IN,1323
10549,IL,1323
10550,IL,1323
10551,MN,1322
10552,IN,1322
10553,GA,1322
10554,AL,1321
10555,PA,1321
10556,WI,1321
10557,TN,1321
10558,ME,1320
10559,ME,1320
10560,LA,1320
10561,ND,1320
10562,OH,1320
10563,MI,1319
10564,NE,1319
10565,IN,1319
10566,TX,1319
10567,ME,1318
10568,GA,1318
10569,NY,1318
10570,WA,1318
10571,ME,1317
10572,IL,1316
10573,DE,1316
10574,MO,1316
10575,MN,1315
10576,TX,1315
10577,NY,1315
10578,NC,1315
10579,HI,1314
10580,TX,1314
10581,PA,1313
10582,MI,1313
10583,KS,1313
10584,NE,1313
10585,IL,1312
10586,TX,1312
10587,NJ,1312
10588,IL,1311
10589,VA,1310
10590,IL,1310
10591,NC,1309
10592,MI,1308
10593,TX,1308
10594,PA,1308
10595,MI,1308
10596,NC,1308
10597,AZ,1308
10598,CO,1307
10599,WI,1307
10600,NE,1306
10601,OR,1306
10602,WI,1306
10603,MN,1306
10604,ME,1306
10605,OH,1305
10606,OK,1305
10607,MO,1304
10608,IA,1304
10609,MI,1304
10610,LA,1304
10611,MS,1304
10612,WV,1303
10613,IL,1303
10614,PA,1303
10615,PA,1303
10616,MI,1302
10617,WI,1302
10618,VT,1301
10619,MN,1301
10620,OK,1301
10621,NE,1300
10622,VA,1300
10623,IA,1300
10624,OH,1300
10625,ND,1300
10626,IL,1300
10627,OK,1299
10628,OK,1299
10629,HI,1299
10630,SC,1298
10631,IL,1297
10632,FL,1297
10633,PA,1297
10634,NC,1296
10635,SC,1296
10636,SD,1296
10637,TN,1296
10638,TX,1296
10639,PA,1296
10640,KY,1295
10641,VA,1295
10642,LA,1295
10643,IL,1294
10644,IN,1294
10645,MN,1294
10646,TX,1292
10647,ND,1291
10648,AL,1291
10649,VT,1291
10650,KS,1290
10651,NY,1290
10652,ME,1290
10653,PA,1290
10654,WI,1289
10655,ID,1289
10656,WY,1288
10657,ME,1288
10658,NC,1288
10659,IN,1288
10660,PA,1288
10661,OK,1288
10662,MI,1288
10663,TX,1287
10664,NY,1286
10665,AL,1286
10666,MN,1285
10667,MI,1285
10668,PA,1284
10669,VT,1284
10670,TX,1283
10671,ID,1282
10672,NE,1282
10673,TN,1282
10674,IA,1281
10675,MN,1281
10676,OK,1280
10677,KY,1280
10678,AL,1280
10679,MA,1280
10680,NE,1279
10681,WA,1279
10682,ME,1279
10683,NC,1279
10684,WY,1278
10685,IN,1278
10686,MO,1278
10687,NY,1277
10688,NC,1277
10689,MN,1276
10690,WV,1275
10691,PA,1274
10692,MI,1274
10693,TX,1274
10694,KS,1273
10695,VT,1273
10696,MS,1273
10697,OH,1273
10698,PA,1272
10699,MS,1272
10700,MT,1272
10701,PA,1271
10702,TX,1271
10703,IN,1270
10704,OH,1270
10705,TN,1270
10706,AL,1270
10707,OK,1269
10708,MS,1269
10709,NC,1269
10710,PA,1269
10711,MO,1268
10712,PA,1268
10713,IA,1268
10714,VT,1268
10715,NC,1267
10716,ME,1267
10717,VA,1267
10718,WI,1267
10719,KS,1266
10720,IA,1264
10721,IA,1264
10722,GA,1264
10723,IA,1264
10724,CO,1264
10725,IL,1263
10726,KS,1263
10727,TX,1263
10728,MI,1262
10729,MI,1262
10730,OH,1262
10731,IA,1262
10732,IL,1261
10733,MI,1261
10734,TX,1260
10735,ND,1260
10736,TX,1260
10737,VT,1260
10738,NH,1259
10739,OH,1259
10740,OH,1259
10741,MS,1258
10742,TX,1258
10743,SD,1258
10744,MN,1258
10745,MS,1258
10746,OH,1258
10747,MI,1258
10748,AR,1258
10749,KY,1257
10750,IN,1257
10751,MO,1257
10752,IA,1256
10753,NM,1256
10754,IA,1256
10755,IN,1256
10756,MN,1256
10757,KY,1256
10758,IL,1255
10759,PA,1255
10760,WI,1255
10761,NC,1254
10762,IL,1254
10763,GA,1253
10764,AL,1253
10765,CO,1253
10766,IL,1253
10767,TX,1253
10768,WV,1252
10769,MI,1252
10770,MN,1252
10771,PA,1252
10772,NY,1251
10773,TX,1251
10774,MO,1251
10775,NH,1250
10776,OH,1250
10777,MN,1250
10778,TX,1250
10779,MN,1250
10780,CO,1250
10781,MA,1250
10782,VA,1250
10783,WI,1249
10784,OK,1249
10785,PA,1249
10786,IA,1248
10787,WI,1248
10788,MN,1247
10789,NY,1247
10790,NY,1247
10791,SD,1246
10792,ND,1246
10793,VT,1246
10794,TX,1246
10795,KS,1246
10796,AL,1245
10797,OH,1245
10798,ME,1245
10799,MO,1245
10800,TX,1245
10801,VT,1244
10802,NE,1244
10803,MI,1244
10804,NJ,1243
10805,NJ,1243
10806,NM,1242
10807,OH,1241
10808,OH,1240
10809,MN,1240
10810,MD,1240
10811,GA,1240
10812,MO,1239
10813,VT,1239
10814,NE,1239
10815,MI,1238
10816,VT,1237
10817,ME,1237
10818,NH,1237
10819,NV,1237
10820,PA,1237
10821,VT,1236
10822,LA,1235
10823,OH,1233
10824,VT,1233
10825,OH,1233
10826,VT,1233
10827,IL,1233
10828,IL,1233
10829,PA,1233
10830,NY,1232
10831,VA,1232
10832,MO,1232
10833,NJ,1232
10834,MO,1232
10835,TX,1231
10836,ME,1231
10837,KY,1231
10838,IN,1231
10839,OR,1231
10840,GA,1230
10841,KY,1230
10842,OR,1230
10843,PA,1229
10844,ID,1229
10845,MN,1229
10846,TX,1229
10847,PA,1228
10848,MA,1228
10849,TN,1228
10850,SD,1228
10851,KS,1228
10852,IA,1228
10853,ME,1226
10854,MI,1226
10855,NY,1226
10856,CA,1226
10857,NC,1226
10858,IL,1226
10859,DE,1225
10860,PA,1225
10861,VT,1225
10862,AL,1225
10863,GA,1225
10864,PA,1224
10865,AR,1224
10866,TN,1224
10867,IL,1224
10868,NY,1224
10869,UT,1224
10870,ME,1223
10871,OK,1223
10872,ND,1223
10873,NY,1222
10874,KY,1222
10875,TX,1222
10876,MI,1222
10877,ME,1222
10878,SD,1221
10879,IL,1221
10880,VT,1221
10881,WY,1220
10882,AL,1220
10883,MO,1220
10884,PA,1219
10885,SC,1219
10886,ME,1219
10887,IL,1218
10888,SD,1218
10889,NC,1218
10890,TN,1217
10891,AL,1217
10892,VA,1217
10893,TX,1217
10894,AL,1217
10895,ME,1217
10896,KY,1216
10897,AL,1216
10898,MO,1216
10899,IA,1216
10900,GA,1216
10901,MA,1215
10902,SD,1215
10903,LA,1214
10904,OR,1214
10905,VT,1214
10906,AR,1213
10907,PA,1213
10908,MD,1213
10909,TX,1212
10910,MA,1212
10911,LA,1212
10912,AR,1212
10913,PA,1212
10914,OH,1211
10915,WV,1211
10916,WA,1211
10917,ME,1211
10918,IA,1211
10919,KS,1211
10920,MI,1210
10921,GA,1209
10922,OR,1209
10923,IA,1209
10924,KY,1209
10925,NY,1208
10926,CA,1208
10927,KS,1208
10928,IL,1208
10929,GA,1207
10930,VT,1207
10931,VT,1207
10932,OH,1206
10933,IN,1206
10934,TN,1205
10935,IN,1205
10936,TN,1205
10937,WA,1204
10938,OK,1204
10939,OH,1204
10940,MI,1204
10941,UT,1203
10942,ME,1203
10943,WI,1203
10944,TX,1203
10945,PA,1203
10946,ME,1202
10947,MO,1202
10948,OR,1202
10949,TX,1202
10950,ME,1202
10951,WV,1201
10952,MT,1201
10953,IL,1201
10954,GA,1201
10955,PA,1200
10956,FL,1200
10957,NC,1200
10958,MI,1199
10959,VT,1199
10960,OH,1198
10961,MD,1198
10962,OH,1197
10963,ME,1197
10964,AL,1197
10965,UT,1197
10966,NC,1197
10967,NE,1197
10968,NH,1197
10969,VA,1196
10970,NC,1196
10971,PA,1196
10972,OR,1196
10973,CO,1196
10974,HI,1195
10975,IA,1195
10976,MO,1195
10977,ID,1195
10978,WI,1195
10979,PA,1195
10980,MN,1194
10981,NE,1194
10982,OH,1194
10983,SD,1194
10984,MA,1194
